Día,Cajero,Monto,Hora de la transacción
1,Cajero 127,"4,22",19:32
1,Cajero 171,"6,56",19:35
1,Cajero 109,"4,46",19:37
1,Cajero 1,"7,82",19:39
1,Cajero 228,"7,69",19:39
1,Cajero 175,"6,29",19:40
1,Cajero 4,"7,75",19:42
1,Cajero 189,"2,74",19:43
1,Cajero 181,"5,24",19:45
1,Cajero 118,"7,11",19:47
1,Cajero 157,"7,46",19:47
1,Cajero 50,"2,66",19:48
1,Cajero 230,"6,59",19:50
1,Cajero 36,"4,93",19:53
1,Cajero 142,"5,14",19:56
1,Cajero 110,"6,01",19:57
1,Cajero 207,"4,58",19:58
1,Cajero 102,3,20:0
1,Cajero 208,"6,96",20:2
1,Cajero 46,"5,71",20:2
1,Cajero 118,"5,09",20:2
1,Cajero 227,"7,02",20:4
1,Cajero 23,"5,52",20:6
1,Cajero 209,"6,55",20:8
1,Cajero 157,"3,15",20:10
1,Cajero 9,"6,12",20:10
1,Cajero 20,"3,42",20:13
1,Cajero 115,"7,59",20:16
1,Cajero 170,"6,66",20:16
1,Cajero 196,"6,31",20:17
1,Cajero 145,"7,42",20:19
1,Cajero 72,"2,85",20:20
1,Cajero 131,"5,51",20:22
1,Cajero 125,"5,11",20:22
1,Cajero 219,"3,54",20:23
1,Cajero 16,"2,58",20:25
1,Cajero 92,"2,77",20:26
1,Cajero 15,"3,3",20:27
1,Cajero 71,"4,87",20:29
1,Cajero 109,"2,96",20:30
1,Cajero 172,"6,59",20:32
1,Cajero 55,"6,93",20:32
1,Cajero 200,"6,2",20:33
1,Cajero 83,"4,23",20:33
1,Cajero 84,"7,47",20:35
1,Cajero 225,"3,22",20:37
1,Cajero 95,"3,29",20:39
1,Cajero 122,"4,31",20:41
1,Cajero 164,"7,31",20:44
1,Cajero 205,"3,02",20:45
1,Cajero 199,"7,61",20:46
1,Cajero 54,"6,81",20:46
1,Cajero 48,"2,95",20:48
1,Cajero 143,"3,26",20:48
1,Cajero 147,"7,9",20:50
1,Cajero 211,"2,5",20:53
1,Cajero 135,"2,62",20:53
1,Cajero 161,"6,04",20:55
1,Cajero 38,"6,36",20:58
1,Cajero 29,"5,6",20:58
1,Cajero 220,"4,71",21:0
1,Cajero 217,"6,49",21:2
1,Cajero 37,"4,26",21:3
1,Cajero 11,"6,1",21:4
1,Cajero 211,"5,33",21:5
1,Cajero 226,"7,59",21:6
1,Cajero 47,"6,24",21:6
1,Cajero 20,"4,61",21:6
1,Cajero 199,"5,15",21:7
1,Cajero 83,"6,56",21:9
1,Cajero 60,"5,35",21:11
1,Cajero 225,"4,24",21:12
1,Cajero 73,"6,78",21:13
1,Cajero 85,"3,59",21:14
1,Cajero 17,"5,22",21:15
1,Cajero 68,"7,69",21:16
1,Cajero 23,"3,52",21:18
1,Cajero 175,"2,99",21:20
1,Cajero 72,"4,4",21:21
1,Cajero 3,"3,41",21:22
1,Cajero 147,"7,13",21:23
1,Cajero 122,"2,63",21:24
1,Cajero 190,"5,5",21:24
1,Cajero 89,"5,03",21:25
1,Cajero 50,"4,05",21:27
1,Cajero 127,"2,81",21:29
1,Cajero 83,"6,59",21:30
1,Cajero 55,"7,07",21:32
1,Cajero 61,"4,88",21:32
1,Cajero 148,"5,69",21:34
1,Cajero 161,"3,67",21:34
1,Cajero 72,"2,83",21:35
1,Cajero 26,"6,63",21:36
1,Cajero 23,"3,57",21:38
1,Cajero 201,"2,47",21:39
1,Cajero 88,"6,33",21:42
1,Cajero 93,"7,31",21:43
1,Cajero 91,"2,92",21:43
1,Cajero 215,"3,15",21:45
1,Cajero 154,"5,49",21:48
1,Cajero 35,"4,47",21:49
1,Cajero 27,"5,65",21:50
1,Cajero 209,"7,49",21:51
1,Cajero 223,"4,38",21:53
1,Cajero 132,"5,84",21:54
1,Cajero 118,"6,74",21:57
1,Cajero 69,"3,39",21:58
1,Cajero 112,"4,57",22:0
1,Cajero 100,"6,58",22:1
1,Cajero 23,"3,42",22:1
1,Cajero 12,"7,41",22:2
1,Cajero 215,"4,14",22:4
1,Cajero 63,"6,05",22:5
1,Cajero 54,"6,05",22:8
1,Cajero 80,"4,71",22:10
1,Cajero 16,"6,04",22:13
1,Cajero 131,"5,71",22:15
1,Cajero 162,"7,06",22:17
1,Cajero 189,"4,4",22:18
1,Cajero 209,"7,05",22:21
1,Cajero 33,3,22:22
1,Cajero 114,"6,38",22:23
1,Cajero 147,"7,9",22:24
1,Cajero 37,"7,65",22:26
1,Cajero 98,"4,23",22:26
1,Cajero 42,"2,99",22:26
1,Cajero 226,"4,2",22:27
1,Cajero 105,"3,24",22:29
1,Cajero 152,"5,02",22:31
1,Cajero 48,"3,59",22:33
1,Cajero 194,"5,54",22:34
1,Cajero 39,"4,13",22:34
1,Cajero 213,"3,59",22:37
1,Cajero 205,"5,27",22:37
1,Cajero 184,"5,49",22:38
1,Cajero 149,"2,88",22:40
1,Cajero 105,"3,22",22:41
1,Cajero 139,"4,27",22:42
1,Cajero 26,"4,06",22:45
1,Cajero 32,"7,28",22:47
1,Cajero 136,"5,19",22:47
1,Cajero 207,"5,77",22:49
1,Cajero 151,"2,32",22:49
1,Cajero 23,"4,37",22:49
1,Cajero 1,"2,54",22:49
1,Cajero 226,"7,63",22:51
1,Cajero 149,"3,6",22:54
1,Cajero 209,"6,48",22:54
1,Cajero 127,"5,84",22:56
1,Cajero 171,"5,8",22:58
1,Cajero 167,"4,42",22:59
1,Cajero 33,"4,96",22:59
1,Cajero 15,"4,2",22:59
1,Cajero 169,"4,08",23:1
1,Cajero 216,"4,76",23:2
1,Cajero 112,"2,48",23:2
1,Cajero 116,"3,67",23:4
1,Cajero 148,"3,57",23:5
1,Cajero 114,"7,19",23:7
1,Cajero 15,"4,2",23:9
1,Cajero 45,"2,74",23:11
1,Cajero 196,"3,34",23:12
1,Cajero 4,"7,18",23:13
1,Cajero 164,"2,52",23:14
1,Cajero 153,"6,58",23:15
1,Cajero 88,"6,6",23:17
1,Cajero 50,"2,94",23:19
1,Cajero 12,"2,38",23:21
1,Cajero 81,"2,92",23:24
1,Cajero 53,"4,11",23:25
1,Cajero 169,"4,71",23:27
1,Cajero 30,"3,68",23:29
1,Cajero 17,"5,05",23:29
1,Cajero 129,"4,09",23:30
1,Cajero 145,"5,57",23:31
1,Cajero 169,"4,78",23:33
1,Cajero 118,"2,92",23:34
1,Cajero 177,"3,13",23:34
1,Cajero 40,"4,53",23:35
1,Cajero 113,"5,64",23:35
1,Cajero 155,"6,69",23:36
1,Cajero 99,"6,73",23:37
1,Cajero 218,"6,79",23:38
1,Cajero 73,"6,47",23:39
1,Cajero 129,"3,45",23:41
1,Cajero 115,"4,74",23:41
1,Cajero 21,"3,19",23:43
1,Cajero 50,"4,64",23:44
1,Cajero 194,"4,44",23:45
1,Cajero 226,"5,33",23:48
1,Cajero 32,"7,41",23:50
1,Cajero 69,"2,97",23:52
1,Cajero 16,"6,53",23:55
1,Cajero 113,"4,67",23:56
1,Cajero 83,"4,42",23:57
1,Cajero 68,"2,98",23:59
1,Cajero 109,"7,36",23:59
1,Cajero 177,"5,69",23:59
2,Cajero 230,"5,29",0:2
2,Cajero 171,"5,55",0:4
2,Cajero 26,"5,86",0:5
2,Cajero 144,"5,12",0:7
2,Cajero 214,"3,55",0:8
2,Cajero 14,"6,85",0:10
2,Cajero 150,"6,74",0:13
2,Cajero 37,"5,5",0:14
2,Cajero 181,"5,49",0:14
2,Cajero 31,"2,49",0:15
2,Cajero 66,"5,92",0:16
2,Cajero 38,"6,99",0:18
2,Cajero 45,"6,08",0:20
2,Cajero 39,"5,41",0:21
2,Cajero 81,"3,9",0:24
2,Cajero 142,"4,44",0:25
2,Cajero 127,"4,55",0:27
2,Cajero 107,"5,2",0:28
2,Cajero 5,"7,87",0:30
2,Cajero 231,"3,59",0:32
2,Cajero 61,"5,2",0:32
2,Cajero 87,"2,55",0:33
2,Cajero 150,"6,73",0:34
2,Cajero 138,"2,87",0:34
2,Cajero 129,"3,47",0:34
2,Cajero 181,"4,25",0:35
2,Cajero 46,"4,56",0:36
2,Cajero 225,"4,89",0:38
2,Cajero 134,"4,04",0:40
2,Cajero 214,"7,38",0:41
2,Cajero 23,"3,49",0:44
2,Cajero 195,"3,55",0:46
2,Cajero 48,"4,08",0:47
2,Cajero 47,"3,46",0:49
2,Cajero 99,"2,66",0:50
2,Cajero 45,"7,45",0:52
2,Cajero 207,"5,71",0:54
2,Cajero 203,"5,96",0:57
2,Cajero 55,"5,2",0:58
2,Cajero 103,"2,74",0:59
2,Cajero 153,"5,22",1:0
2,Cajero 182,"5,49",1:1
2,Cajero 171,"7,21",1:2
2,Cajero 44,"7,71",1:4
2,Cajero 106,"3,12",1:4
2,Cajero 160,"7,49",1:7
2,Cajero 130,"4,07",1:9
2,Cajero 224,"5,22",1:10
2,Cajero 89,"3,32",1:11
2,Cajero 126,"5,75",1:14
2,Cajero 106,"5,47",1:16
2,Cajero 40,"2,48",1:19
2,Cajero 16,"2,75",1:20
2,Cajero 187,"2,71",1:21
2,Cajero 151,"4,85",1:24
2,Cajero 101,"2,42",1:24
2,Cajero 133,"3,43",1:27
2,Cajero 17,"5,46",1:27
2,Cajero 119,"4,35",1:29
2,Cajero 33,"2,72",1:32
2,Cajero 104,"6,15",1:32
2,Cajero 224,"6,05",1:34
2,Cajero 206,"2,91",1:36
2,Cajero 140,"7,26",1:37
2,Cajero 35,"5,69",1:40
2,Cajero 76,"3,37",1:40
2,Cajero 150,"4,28",1:41
2,Cajero 169,"4,68",1:42
2,Cajero 97,"2,37",1:44
2,Cajero 124,"5,75",1:47
2,Cajero 123,"3,91",1:49
2,Cajero 115,"7,58",1:52
2,Cajero 121,"5,6",1:54
2,Cajero 50,"2,98",1:56
2,Cajero 169,"7,38",1:56
2,Cajero 92,"7,51",1:58
2,Cajero 193,"3,7",1:58
2,Cajero 159,"3,09",1:59
2,Cajero 94,"3,39",2:2
2,Cajero 169,"3,69",2:3
2,Cajero 95,"4,57",2:5
2,Cajero 41,"4,39",2:7
2,Cajero 26,"7,3",2:8
2,Cajero 135,"5,57",2:10
2,Cajero 226,"6,44",2:13
2,Cajero 116,"4,11",2:13
2,Cajero 85,"5,55",2:14
2,Cajero 55,"3,17",2:15
2,Cajero 206,"5,29",2:16
2,Cajero 171,"5,97",2:19
2,Cajero 187,"7,78",2:21
2,Cajero 117,"3,06",2:24
2,Cajero 187,"6,82",2:25
2,Cajero 109,"7,71",2:28
2,Cajero 7,"5,15",2:28
2,Cajero 87,"5,26",2:29
2,Cajero 37,"3,98",2:29
2,Cajero 61,"3,19",2:31
2,Cajero 13,"7,47",2:32
2,Cajero 4,"2,86",2:32
2,Cajero 15,"4,68",2:35
2,Cajero 29,"6,68",2:35
2,Cajero 186,"3,26",2:36
2,Cajero 196,"7,62",2:37
2,Cajero 110,"4,1",2:37
2,Cajero 96,"5,05",2:40
2,Cajero 164,"4,23",2:43
2,Cajero 149,"7,9",2:43
2,Cajero 130,"3,71",2:44
2,Cajero 201,"7,84",2:45
2,Cajero 101,"6,7",2:45
2,Cajero 170,"3,75",2:46
2,Cajero 124,"7,24",2:47
2,Cajero 50,"6,42",2:48
2,Cajero 51,"4,73",2:48
2,Cajero 94,"3,92",2:50
2,Cajero 226,"3,99",2:51
2,Cajero 97,"6,49",2:51
2,Cajero 44,"3,15",2:54
2,Cajero 166,6,2:55
2,Cajero 119,"5,12",2:56
2,Cajero 143,"5,06",2:58
2,Cajero 1,"4,17",3:0
2,Cajero 122,"6,41",3:2
2,Cajero 123,"6,08",3:2
2,Cajero 60,"2,62",3:4
2,Cajero 222,"7,25",3:6
2,Cajero 53,"4,21",3:6
2,Cajero 174,"3,72",3:8
2,Cajero 3,"2,7",3:10
2,Cajero 5,"5,99",3:10
2,Cajero 45,"4,6",3:12
2,Cajero 214,"3,8",3:13
2,Cajero 111,"7,78",3:15
2,Cajero 29,"6,26",3:16
2,Cajero 143,"6,76",3:18
2,Cajero 203,"2,32",3:19
2,Cajero 74,"7,26",3:20
2,Cajero 158,"4,82",3:23
2,Cajero 163,"4,22",3:23
2,Cajero 219,"4,36",3:26
2,Cajero 46,"4,48",3:27
2,Cajero 166,"4,52",3:28
2,Cajero 138,"7,03",3:31
2,Cajero 65,"6,56",3:31
2,Cajero 132,"6,05",3:32
2,Cajero 55,"4,28",3:32
2,Cajero 166,"7,47",3:34
2,Cajero 198,"6,73",3:34
2,Cajero 191,"3,7",3:35
2,Cajero 161,"6,43",3:36
2,Cajero 159,"2,39",3:36
2,Cajero 112,"5,79",3:38
2,Cajero 97,6,3:39
2,Cajero 92,"4,96",3:40
2,Cajero 165,"6,79",3:42
2,Cajero 115,"6,43",3:44
2,Cajero 94,"5,84",3:45
2,Cajero 178,"5,29",3:47
2,Cajero 39,"6,41",3:47
2,Cajero 148,"3,05",3:48
2,Cajero 220,"3,98",3:51
2,Cajero 214,"6,82",3:52
2,Cajero 209,"5,6",3:53
2,Cajero 228,"3,78",3:53
2,Cajero 111,"5,28",3:54
2,Cajero 208,"6,46",3:56
2,Cajero 66,"2,6",3:59
2,Cajero 208,"6,89",3:59
2,Cajero 65,"7,82",4:1
2,Cajero 29,"2,8",4:4
2,Cajero 57,"7,02",4:7
2,Cajero 219,"4,48",4:7
2,Cajero 216,"5,21",4:9
2,Cajero 160,"6,89",4:9
2,Cajero 57,"5,33",4:11
2,Cajero 92,"2,78",4:13
2,Cajero 44,"7,23",4:14
2,Cajero 93,"7,52",4:16
2,Cajero 115,"3,17",4:18
2,Cajero 86,"4,52",4:20
2,Cajero 36,"6,78",4:22
2,Cajero 192,"7,03",4:25
2,Cajero 19,"3,84",4:26
2,Cajero 15,"3,85",4:27
2,Cajero 167,"2,98",4:28
2,Cajero 183,"6,87",4:29
2,Cajero 153,"7,67",4:30
2,Cajero 133,"4,45",4:31
2,Cajero 151,"3,56",4:32
2,Cajero 6,"2,81",4:33
2,Cajero 218,"6,78",4:35
2,Cajero 178,"3,91",4:36
2,Cajero 44,"4,7",4:36
2,Cajero 125,"3,84",4:36
2,Cajero 70,"5,96",4:36
2,Cajero 78,"5,96",4:37
2,Cajero 99,"5,92",4:37
2,Cajero 158,"7,29",4:38
2,Cajero 131,"6,66",4:38
2,Cajero 50,"6,52",4:40
2,Cajero 141,"2,95",4:42
2,Cajero 17,"4,35",4:44
2,Cajero 39,"4,96",4:45
2,Cajero 51,"6,51",4:48
2,Cajero 63,"6,85",4:50
2,Cajero 160,"2,49",4:50
2,Cajero 107,"5,56",4:50
2,Cajero 5,"2,75",4:52
2,Cajero 182,"6,24",4:52
2,Cajero 60,"7,64",4:55
2,Cajero 212,"7,32",4:57
2,Cajero 108,"5,94",4:58
2,Cajero 184,"7,83",5:0
2,Cajero 91,"6,14",5:1
2,Cajero 120,"4,21",5:2
2,Cajero 197,"6,6",5:4
2,Cajero 187,"4,1",5:4
2,Cajero 104,"3,15",5:6
2,Cajero 44,"2,34",5:7
2,Cajero 7,"7,56",5:7
2,Cajero 120,"7,24",5:8
2,Cajero 52,"3,5",5:9
2,Cajero 3,"5,87",5:11
2,Cajero 87,"4,28",5:12
2,Cajero 150,"2,31",5:14
2,Cajero 86,"3,84",5:16
2,Cajero 127,"6,72",5:16
2,Cajero 112,"3,1",5:19
2,Cajero 120,"5,16",5:20
2,Cajero 169,"7,31",5:21
2,Cajero 31,"6,33",5:23
2,Cajero 196,"3,57",5:24
2,Cajero 88,"2,63",5:25
2,Cajero 138,"4,02",5:26
2,Cajero 205,"5,24",5:28
2,Cajero 101,"3,82",5:31
2,Cajero 126,"6,36",5:33
2,Cajero 90,"2,32",5:35
2,Cajero 128,"3,89",5:38
2,Cajero 171,"5,95",5:39
2,Cajero 33,"4,31",5:41
2,Cajero 125,"2,75",5:44
2,Cajero 132,"4,99",5:46
2,Cajero 199,"7,27",5:46
2,Cajero 204,"5,49",5:48
2,Cajero 111,"7,84",5:49
2,Cajero 85,"3,48",5:51
2,Cajero 103,"3,9",5:52
2,Cajero 211,"4,17",5:54
2,Cajero 97,"2,82",5:56
2,Cajero 168,"2,94",5:58
2,Cajero 96,"4,42",5:59
2,Cajero 119,"3,41",6:2
2,Cajero 135,"3,88",6:2
2,Cajero 209,"3,12",6:5
2,Cajero 42,"6,09",6:6
2,Cajero 114,"3,41",6:8
2,Cajero 203,"7,6",6:8
2,Cajero 137,"7,54",6:9
2,Cajero 212,"2,48",6:10
2,Cajero 62,"3,41",6:11
2,Cajero 84,"4,1",6:14
2,Cajero 28,"5,37",6:15
2,Cajero 157,"2,59",6:15
2,Cajero 87,"3,93",6:17
2,Cajero 109,"7,23",6:18
2,Cajero 99,"4,23",6:21
2,Cajero 154,"6,06",6:22
2,Cajero 106,"2,64",6:23
2,Cajero 4,"3,87",6:25
2,Cajero 220,"4,35",6:27
2,Cajero 47,"4,57",6:29
2,Cajero 228,"2,57",6:30
2,Cajero 22,"4,4",6:33
2,Cajero 146,"7,43",6:34
2,Cajero 56,"5,72",6:34
2,Cajero 190,"5,6",6:34
2,Cajero 150,"4,1",6:35
2,Cajero 147,"5,87",6:38
2,Cajero 168,"5,93",6:38
2,Cajero 223,"7,23",6:38
2,Cajero 25,"3,7",6:41
2,Cajero 203,"5,42",6:41
2,Cajero 105,"3,5",6:44
2,Cajero 142,"5,61",6:44
2,Cajero 174,"3,26",6:46
2,Cajero 144,"5,53",6:49
2,Cajero 171,4,6:49
2,Cajero 204,"7,71",6:51
2,Cajero 73,"3,57",6:52
2,Cajero 69,"4,12",6:52
2,Cajero 6,"7,38",6:53
2,Cajero 70,"4,83",6:56
2,Cajero 36,"4,08",6:57
2,Cajero 128,"5,47",6:58
2,Cajero 163,"3,77",6:59
2,Cajero 209,"3,27",7:1
2,Cajero 17,"7,7",7:3
2,Cajero 87,"7,18",7:4
2,Cajero 120,"6,9",7:5
2,Cajero 6,"4,99",7:7
2,Cajero 216,"6,39",7:8
2,Cajero 178,5,7:10
2,Cajero 112,"4,83",7:10
2,Cajero 41,"2,75",7:13
2,Cajero 103,"5,17",7:15
2,Cajero 188,"3,42",7:16
2,Cajero 50,"3,76",7:19
2,Cajero 182,"2,69",7:21
2,Cajero 182,"5,66",7:23
2,Cajero 116,"4,6",7:25
2,Cajero 43,"7,11",7:27
2,Cajero 116,"2,79",7:29
2,Cajero 195,"3,54",7:29
2,Cajero 5,"2,97",7:32
2,Cajero 4,"2,83",7:33
2,Cajero 213,"3,66",7:36
2,Cajero 173,"2,49",7:37
2,Cajero 223,"7,13",7:39
2,Cajero 161,"3,18",7:39
2,Cajero 61,"7,57",7:42
2,Cajero 71,"2,58",7:45
2,Cajero 15,"3,69",7:45
2,Cajero 43,"7,89",7:45
2,Cajero 48,"5,48",7:47
2,Cajero 144,"3,4",7:48
2,Cajero 226,"4,59",7:49
2,Cajero 50,"2,72",7:49
2,Cajero 8,"2,48",7:49
2,Cajero 178,"3,77",7:52
2,Cajero 86,"3,72",7:53
2,Cajero 114,"4,57",7:54
2,Cajero 14,"5,02",7:55
2,Cajero 52,"5,31",7:55
2,Cajero 112,"7,13",7:56
2,Cajero 222,"4,95",7:59
2,Cajero 50,"4,49",8:0
2,Cajero 3,"3,14",8:1
2,Cajero 35,"4,61",8:4
2,Cajero 171,"3,49",8:5
2,Cajero 179,"5,27",8:8
2,Cajero 44,"3,65",8:10
2,Cajero 2,"4,32",8:12
2,Cajero 114,"7,24",8:15
2,Cajero 201,"5,8",8:15
2,Cajero 101,"7,43",8:16
2,Cajero 144,"6,79",8:18
2,Cajero 105,"2,57",8:20
2,Cajero 64,"4,1",8:23
2,Cajero 100,"4,85",8:25
2,Cajero 225,"5,26",8:27
2,Cajero 57,"4,05",8:28
2,Cajero 187,"2,96",8:30
2,Cajero 33,"7,17",8:33
2,Cajero 38,"3,11",8:36
2,Cajero 100,"3,33",8:37
2,Cajero 141,"6,14",8:38
2,Cajero 80,"4,25",8:41
2,Cajero 203,"4,63",8:42
2,Cajero 128,"5,55",8:43
2,Cajero 97,"6,1",8:44
2,Cajero 118,"6,15",8:45
2,Cajero 153,"7,39",8:48
2,Cajero 199,"3,59",8:48
2,Cajero 195,"3,17",8:51
2,Cajero 153,"3,29",8:53
2,Cajero 12,"7,55",8:55
2,Cajero 85,"4,47",8:57
2,Cajero 38,"4,71",8:59
2,Cajero 39,"5,12",9:1
2,Cajero 114,"7,32",9:3
2,Cajero 123,"6,3",9:6
2,Cajero 226,"4,56",9:8
2,Cajero 34,"6,18",9:10
2,Cajero 173,"7,1",9:10
2,Cajero 45,"5,22",9:10
2,Cajero 103,"7,4",9:11
2,Cajero 198,"3,5",9:13
2,Cajero 158,"3,65",9:13
2,Cajero 106,"2,5",9:14
2,Cajero 202,"6,79",9:16
2,Cajero 34,"3,06",9:19
2,Cajero 63,"7,46",9:19
2,Cajero 28,"6,86",9:22
2,Cajero 2,"2,4",9:22
2,Cajero 86,"2,71",9:23
2,Cajero 207,"5,04",9:24
2,Cajero 107,"6,98",9:26
2,Cajero 8,"2,3",9:29
2,Cajero 1,"3,35",9:31
2,Cajero 56,"7,67",9:33
2,Cajero 93,"4,62",9:35
2,Cajero 13,"3,31",9:37
2,Cajero 1,"3,89",9:39
2,Cajero 125,"2,73",9:42
2,Cajero 59,"3,44",9:43
2,Cajero 161,"7,67",9:44
2,Cajero 170,"4,67",9:46
2,Cajero 41,"6,11",9:48
2,Cajero 116,"4,39",9:50
2,Cajero 129,"4,45",9:51
2,Cajero 187,"7,11",9:54
2,Cajero 56,"4,55",9:56
2,Cajero 13,"5,18",9:58
2,Cajero 166,"3,21",9:59
2,Cajero 41,"4,81",10:2
2,Cajero 178,"5,81",10:4
2,Cajero 41,"6,4",10:5
2,Cajero 204,"5,16",10:6
2,Cajero 212,"2,69",10:9
2,Cajero 225,"6,05",10:11
2,Cajero 108,"4,57",10:12
2,Cajero 106,"7,16",10:13
2,Cajero 94,"6,44",10:15
2,Cajero 20,"3,65",10:17
2,Cajero 144,"2,51",10:19
2,Cajero 147,"5,3",10:22
2,Cajero 201,"7,37",10:25
2,Cajero 167,"2,97",10:26
2,Cajero 216,"6,74",10:28
2,Cajero 18,"7,07",10:29
2,Cajero 191,"2,44",10:30
2,Cajero 22,"7,38",10:32
2,Cajero 227,"5,84",10:34
2,Cajero 42,"6,58",10:35
2,Cajero 178,"5,98",10:37
2,Cajero 116,"7,62",10:39
2,Cajero 226,"3,16",10:41
2,Cajero 144,"7,65",10:42
2,Cajero 161,"3,98",10:43
2,Cajero 28,"4,46",10:44
2,Cajero 46,"3,36",10:46
2,Cajero 105,"2,85",10:49
2,Cajero 161,"2,66",10:49
2,Cajero 30,"3,92",10:50
2,Cajero 178,"6,01",10:51
2,Cajero 77,"2,59",10:51
2,Cajero 1,"5,39",10:53
2,Cajero 195,6,10:56
2,Cajero 47,"2,55",10:56
2,Cajero 180,"6,08",10:57
2,Cajero 175,"4,5",11:0
2,Cajero 58,7,11:0
2,Cajero 120,"5,31",11:1
2,Cajero 45,"7,38",11:1
2,Cajero 16,"6,58",11:2
2,Cajero 166,"3,9",11:3
2,Cajero 67,"6,21",11:5
2,Cajero 206,"4,11",11:7
2,Cajero 129,"5,17",11:7
2,Cajero 134,"5,71",11:9
2,Cajero 220,"4,63",11:12
2,Cajero 97,"3,81",11:13
2,Cajero 103,"4,82",11:13
2,Cajero 50,"3,94",11:15
2,Cajero 66,"5,96",11:15
2,Cajero 45,"2,92",11:18
2,Cajero 181,"2,58",11:21
2,Cajero 143,"3,8",11:22
2,Cajero 217,"3,64",11:22
2,Cajero 182,"5,22",11:24
2,Cajero 196,"7,73",11:25
2,Cajero 198,"5,95",11:27
2,Cajero 124,"5,04",11:30
2,Cajero 162,"3,43",11:30
2,Cajero 150,"2,94",11:33
2,Cajero 13,"2,64",11:36
2,Cajero 154,"4,88",11:38
2,Cajero 171,"4,32",11:40
2,Cajero 170,"3,87",11:41
2,Cajero 152,"3,13",11:41
2,Cajero 144,"4,92",11:43
2,Cajero 26,"4,17",11:45
2,Cajero 50,"3,42",11:46
2,Cajero 79,"4,24",11:48
2,Cajero 66,"7,72",11:49
2,Cajero 23,"7,21",11:52
2,Cajero 38,"2,36",11:54
2,Cajero 184,"6,96",11:55
2,Cajero 76,"5,92",11:56
2,Cajero 72,"3,52",11:57
2,Cajero 193,"7,77",11:57
2,Cajero 129,"4,85",11:58
2,Cajero 82,"7,67",12:1
2,Cajero 108,"5,97",12:1
2,Cajero 144,"2,67",12:3
2,Cajero 163,"7,79",12:4
2,Cajero 93,"6,98",12:6
2,Cajero 224,"7,19",12:8
2,Cajero 6,"4,44",12:9
2,Cajero 215,"7,89",12:11
2,Cajero 159,"3,62",12:13
2,Cajero 139,"7,4",12:14
2,Cajero 132,"3,51",12:17
2,Cajero 165,"3,93",12:18
2,Cajero 75,"6,09",12:19
2,Cajero 146,"3,93",12:22
2,Cajero 144,"3,15",12:25
2,Cajero 47,"6,67",12:25
2,Cajero 230,"6,21",12:27
2,Cajero 176,"5,7",12:30
2,Cajero 80,"6,72",12:31
2,Cajero 223,"3,82",12:34
2,Cajero 85,"6,07",12:36
2,Cajero 120,"5,51",12:38
2,Cajero 154,"2,38",12:38
2,Cajero 86,"2,97",12:38
2,Cajero 12,"2,73",12:41
2,Cajero 186,"3,54",12:43
2,Cajero 160,"6,23",12:46
2,Cajero 159,"7,12",12:48
2,Cajero 59,"2,55",12:50
2,Cajero 203,"3,44",12:52
2,Cajero 11,"7,06",12:54
2,Cajero 122,"5,77",12:54
2,Cajero 231,"4,96",12:55
2,Cajero 90,"4,03",12:56
2,Cajero 33,"7,57",12:59
2,Cajero 67,"5,69",13:2
2,Cajero 20,"3,81",13:3
2,Cajero 18,"5,04",13:5
2,Cajero 151,"4,22",13:7
2,Cajero 99,"2,73",13:8
2,Cajero 173,"3,82",13:11
2,Cajero 137,"5,83",13:11
2,Cajero 230,"5,63",13:12
2,Cajero 53,"6,24",13:12
2,Cajero 195,"6,6",13:13
2,Cajero 126,"7,04",13:13
2,Cajero 90,"6,5",13:16
2,Cajero 104,"2,57",13:16
2,Cajero 195,"2,39",13:17
2,Cajero 20,"6,86",13:18
2,Cajero 45,"2,5",13:20
2,Cajero 15,"6,07",13:20
2,Cajero 40,"3,2",13:23
2,Cajero 51,"6,9",13:25
2,Cajero 160,"6,28",13:27
2,Cajero 224,"6,49",13:27
2,Cajero 16,"6,39",13:28
2,Cajero 174,"6,81",13:29
2,Cajero 177,"4,03",13:29
2,Cajero 113,"2,4",13:30
2,Cajero 14,"7,77",13:30
2,Cajero 188,"4,43",13:33
2,Cajero 56,"7,89",13:35
2,Cajero 209,"3,37",13:36
2,Cajero 217,"4,6",13:38
2,Cajero 175,"3,8",13:39
2,Cajero 209,"5,48",13:41
2,Cajero 34,"3,78",13:41
2,Cajero 224,"3,68",13:42
2,Cajero 171,"4,98",13:44
2,Cajero 155,"5,41",13:46
2,Cajero 55,"4,99",13:49
2,Cajero 116,"5,89",13:50
2,Cajero 16,"6,08",13:53
2,Cajero 131,"4,71",13:55
2,Cajero 111,"7,55",13:57
2,Cajero 187,"4,95",13:59
2,Cajero 120,"4,2",14:1
2,Cajero 219,"6,19",14:1
2,Cajero 128,"5,04",14:3
2,Cajero 129,"5,3",14:5
2,Cajero 123,"2,85",14:5
2,Cajero 137,"3,94",14:6
2,Cajero 19,"4,49",14:7
2,Cajero 218,"6,93",14:8
2,Cajero 160,"6,33",14:10
2,Cajero 134,"5,76",14:11
2,Cajero 150,"3,56",14:12
2,Cajero 74,"2,39",14:12
2,Cajero 158,"4,68",14:13
2,Cajero 46,"7,27",14:15
2,Cajero 46,"3,83",14:16
2,Cajero 229,"5,26",14:19
2,Cajero 28,"5,14",14:22
2,Cajero 39,"3,26",14:24
